WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR;H_CON_NBI_POR_NUMBER;NBI
"MULTIPOLYGON (((-58.4891810966315 -34.6716101135398,-58.489162368585 -34.67168899294,-58.4891430447513 -34.6717708302906,-58.48891763332 -34.6727499893808,-58.4888845590976 -34.6727497852162,-58.4888147475927 -34.6730285399295,-58.488776105712 -34.6732149615564,-58.4887184828908 -34.6734925163711,-58.4886609297896 -34.6737215487329,-58.4885986889805 -34.6736800115869,-58.488592473998 -34.6737050839869,-58.4884973194431 -34.6736320740767,-58.4883620805998 -34.6742552021747,-58.4882179665504 -34.6743986412443,-58.4880979815015 -34.6745248662671,-58.4880052674019 -34.6746285498038,-58.4879180046117 -34.6747187107164,-58.4878551872378 -34.6747852665747,-58.4880196682637 -34.6749294616281,-58.4881507739125 -34.6749261243812,-58.4886451610554 -34.6753660315907,-58.4883091654398 -34.6768857897607,-58.4882818942253 -34.6769111482509,-58.4883382776726 -34.6770254351148,-58.4883314683451 -34.6770593106556,-58.4883553523188 -34.6771072646083,-58.4883793180891 -34.6771439506441,-58.4886217644038 -34.6771546742533,-58.488749172624 -34.6770386582021,-58.4893541651315 -34.6764879498819,-58.4899711641821 -34.675921601619,-58.4910673165054 -34.6748481546212,-58.4912797428421 -34.6746325083458,-58.4917088124882 -34.6741969303425,-58.4921065048621 -34.6737948527119,-58.4922732669575 -34.673626286828,-58.4924303993465 -34.6734674416253,-58.4921688566896 -34.6731819342495,-58.4920509183423 -34.6730483676395,-58.4919733996752 -34.6729551443882,-58.491888455005 -34.6728332601375,-58.491836260448 -34.6727590453153,-58.4917567680626 -34.6726267368553,-58.491708408166 -34.6725482251737,-58.4911471788409 -34.6723196189937,-58.4909098316026 -34.6722226997529,-58.4904281466459 -34.6720219598791,-58.4903237794142 -34.6721850160578,-58.4897167571333 -34.6718814820818,-58.4895684977331 -34.6718073579525,-58.4891810966315 -34.6716101135398)))";;"3136";8_1_12;COMUNA 8;"1";"12";"3404";"1703";"1701";"100,12%";"902";"902";"100,00%";"0";"0,00%";"1019";"231";"22.67";"788";"77,33%";"22.67";22.670
"MULTIPOLYGON (((-58.495639897693 -34.676048021828,-58.4963996327114 -34.6767341698655,-58.4964588156718 -34.6767876759913,-58.4965414501877 -34.6768623028825,-58.497130129458 -34.6773939122225,-58.4971494741866 -34.6773792856614,-58.4974402309086 -34.6776416473688,-58.497845956176 -34.6780077459609,-58.5025226262793 -34.6744737653678,-58.5020043052407 -34.6741854046442,-58.501641882017 -34.6739837730027,-58.5016418715852 -34.6739837682795,-58.5006814503869 -34.6734686713258,-58.5001181114612 -34.6731668657876,-58.4997419291654 -34.6729652852327,-58.499127524728 -34.672636025083,-58.4989282600074 -34.6725146023877,-58.4987237941673 -34.6723887441643,-58.4982528564924 -34.6720507044679,-58.4979163895694 -34.6718093168641,-58.4974079410661 -34.6714444530014,-58.4972332490241 -34.6713190735763,-58.4970399304586 -34.6711803248457,-58.4958731844006 -34.6701956216328,-58.4957380259964 -34.6700623449071,-58.4945499104339 -34.6712900178051,-58.4934502076248 -34.6724261049038,-58.4929845333321 -34.6729072200779,-58.4926923421403 -34.6732026521986,-58.4924303993465 -34.6734674416253,-58.4922732669575 -34.673626286828,-58.4921065048621 -34.6737948527119,-58.4917088124882 -34.6741969303425,-58.4933242148546 -34.6756560097936,-58.4938483118415 -34.6761293399402,-58.4944622104763 -34.6766838437003,-58.4946184313012 -34.676811200535,-58.495639897693 -34.676048021828)))";;"3137";8_1_2;COMUNA 8;"1";"2";"1625";"808";"817";"98,90%";"475";"475";"100,00%";"0";"0,00%";"517";"91";"17.6";"426";"82,40%";"17.6";17.600
"MULTIPOLYGON (((-58.4919461301503 -34.6712808108488,-58.4914061075591 -34.6712234728878,-58.4913979741795 -34.6713677744159,-58.4914196344287 -34.6716407343132,-58.4914682188154 -34.6718777713989,-58.4914855520823 -34.6719621357401,-58.4915121832919 -34.6720653716196,-58.4915981894966 -34.6723023293622,-58.491708408166 -34.6725482251737,-58.4917567680626 -34.6726267368553,-58.491836260448 -34.6727590453153,-58.491888455005 -34.6728332601375,-58.4919733996752 -34.6729551443882,-58.4920509183423 -34.6730483676395,-58.4921688566896 -34.6731819342495,-58.4924303993465 -34.6734674416253,-58.4926923421403 -34.6732026521986,-58.4929845333321 -34.6729072200779,-58.4934502076248 -34.6724261049038,-58.4930501553664 -34.6721651419201,-58.4927107273451 -34.6719452201282,-58.4926433673331 -34.6718925592401,-58.4926038876544 -34.6718571454568,-58.4925437667079 -34.6717860315434,-58.4924849186904 -34.6716987196757,-58.4924444933324 -34.6716404181394,-58.4923810395955 -34.6715450085364,-58.4922812553948 -34.6713995359667,-58.4922172072892 -34.6713096195226,-58.4919461301503 -34.6712808108488)))";;"3138";8_1_3;COMUNA 8;"1";"3";"1321";"702";"619";"113,41%";"266";"266";"100,00%";"0";"0,00%";"351";"58";"16.52";"293";"83,48%";"16.52";16.520
"MULTIPOLYGON (((-58.4923909818323 -34.6690690947893,-58.4923307439106 -34.6691420691583,-58.492264290113 -34.6692338483277,-58.4921117865831 -34.6694443838398,-58.4919070585491 -34.6697349338259,-58.4917943534107 -34.6699260926661,-58.4917248388983 -34.6700440701457,-58.4915864307035 -34.6703512943453,-58.4914906457948 -34.6706701987668,-58.4914816269103 -34.6707182303478,-58.4914551658329 -34.6708592966942,-58.4914386594366 -34.6709470494053,-58.4914061075591 -34.6712234728878,-58.4919461301503 -34.6712808108488,-58.4922172072892 -34.6713096195226,-58.4922812553948 -34.6713995359667,-58.4923810395955 -34.6715450085364,-58.4924444933324 -34.6716404181394,-58.4924849186904 -34.6716987196757,-58.4925437667079 -34.6717860315434,-58.4926038876544 -34.6718571454568,-58.4926433673331 -34.6718925592401,-58.4927107273451 -34.6719452201282,-58.4930501553664 -34.6721651419201,-58.4934502076248 -34.6724261049038,-58.4945499104339 -34.6712900178051,-58.4937707292862 -34.6701712453621,-58.4936407914048 -34.6703142399827,-58.4935833279509 -34.6702830565355,-58.4934022274468 -34.6703774005765,-58.4933755522893 -34.6703910696287,-58.4931532822887 -34.6704910576041,-58.4930293638894 -34.6705489069427,-58.4929638251797 -34.6705796282759,-58.4928941940611 -34.6706080970061,-58.4928181418698 -34.6705592412737,-58.4927762716917 -34.670511855978,-58.4927414575418 -34.670411932313,-58.4926948494664 -34.6704628606438,-58.4924017370237 -34.6707830818051,-58.4921835535444 -34.6706345392517,-58.4920311844108 -34.6705087275739,-58.4921788100738 -34.6702379804992,-58.4922341907402 -34.6701664158834,-58.4922525941312 -34.670142607969,-58.4923849191138 -34.669994754957,-58.4925170731973 -34.6698470426885,-58.4926511865608 -34.6696972170592,-58.4927828284921 -34.6695501384414,-58.4928823477921 -34.6694389840942,-58.4929156635377 -34.6694036932021,-58.4930558279068 -34.669255133257,-58.4931913907051 -34.669111574433,-58.4933317244899 -34.6689628028482,-58.4934683088094 -34.6688181870864,-58.4936059150714 -34.6686723736938,-58.4937297176759 -34.6685411415157,-58.4939590064766 -34.6683078371913,-58.4936086346845 -34.6679622833505,-58.4934587267281 -34.6678000633372,-58.4933354403719 -34.6679425630377,-58.4930088673267 -34.6683358947634,-58.4927070800973 -34.66868619016,-58.4925175918739 -34.668915679469,-58.4923909818323 -34.6690690947893)))";;"3139";8_1_4;COMUNA 8;"1";"4";"1894";"966";"928";"104,09%";"403";"403";"100,00%";"0";"0,00%";"482";"124";"25.73";"358";"74,27%";"25.73";25.730
"MULTIPOLYGON (((-58.4925170731973 -34.6698470426885,-58.4923849191138 -34.669994754957,-58.4922525941312 -34.670142607969,-58.4922341907402 -34.6701664158834,-58.4921788100738 -34.6702379804992,-58.4920311844108 -34.6705087275739,-58.4921835535444 -34.6706345392517,-58.4924017370237 -34.6707830818051,-58.4926948494664 -34.6704628606438,-58.4927414575418 -34.670411932313,-58.4927762716917 -34.670511855978,-58.4928181418698 -34.6705592412737,-58.4928941940611 -34.6706080970061,-58.4929638251797 -34.6705796282759,-58.4930293638894 -34.6705489069427,-58.4931532822887 -34.6704910576041,-58.4933755522893 -34.6703910696287,-58.4934022274468 -34.6703774005765,-58.4935833279509 -34.6702830565355,-58.4936407914048 -34.6703142399827,-58.4937707292862 -34.6701712453621,-58.4945499104339 -34.6712900178051,-58.4957380259964 -34.6700623449071,-58.4950934499806 -34.669426655746,-58.4947407664482 -34.6690788522575,-58.4943530396683 -34.6686964784326,-58.4939590064766 -34.6683078371913,-58.4937297176759 -34.6685411415157,-58.4936059150714 -34.6686723736938,-58.4934683088094 -34.6688181870864,-58.4933317244899 -34.6689628028482,-58.4931913907051 -34.669111574433,-58.4930558279068 -34.669255133257,-58.4929156635377 -34.6694036932021,-58.4928823477921 -34.6694389840942,-58.4927828284921 -34.6695501384414,-58.4926511865608 -34.6696972170592,-58.4925170731973 -34.6698470426885)))";;"3140";8_1_5;COMUNA 8;"1";"5";"1762";"838";"924";"90,69%";"411";"411";"100,00%";"0";"0,00%";"449";"65";"14.48";"384";"85,52%";"14.48";14.480
"MULTIPOLYGON (((-58.4916827110382 -34.6682753001041,-58.4916055058812 -34.668334474966,-58.4910802223854 -34.6686994674065,-58.4907839909497 -34.6688703856929,-58.4905339757601 -34.66909509698,-58.490568350395 -34.6691648093164,-58.4911407174473 -34.6696260275775,-58.4917943534107 -34.6699260926661,-58.4919070585491 -34.6697349338259,-58.4921117865831 -34.6694443838398,-58.492264290113 -34.6692338483277,-58.4923307439106 -34.6691420691583,-58.4923909818323 -34.6690690947893,-58.4925175918739 -34.668915679469,-58.4927070800973 -34.66868619016,-58.4930088673267 -34.6683358947634,-58.4933354403719 -34.6679425630377,-58.4934587267281 -34.6678000633372,-58.4928961081916 -34.6671914550226,-58.4923208631303 -34.6677247092506,-58.4919911044533 -34.6680388115379,-58.4916827110382 -34.6682753001041)))";;"3141";8_1_6;COMUNA 8;"1";"6";"2255";"1097";"1158";"94,73%";"429";"429";"100,00%";"0";"0,00%";"627";"126";"20.1";"501";"79,90%";"20.1";20.100
"MULTIPOLYGON (((-58.4928961081916 -34.6671914550226,-58.492598089122 -34.6668690548809,-58.4925661135532 -34.6668361040711,-58.4921883774834 -34.6664470304434,-58.4912119557476 -34.6673229908603,-58.4905732074942 -34.6678878018215,-58.4905653849865 -34.6679456220814,-58.4901733033766 -34.6684985429561,-58.4902820987891 -34.6685930279895,-58.4905175987987 -34.6690619308093,-58.4905339757601 -34.66909509698,-58.4907839909497 -34.6688703856929,-58.4910802223854 -34.6686994674065,-58.4916055058812 -34.668334474966,-58.4916827110382 -34.6682753001041,-58.4919911044533 -34.6680388115379,-58.4923208631303 -34.6677247092506,-58.4928961081916 -34.6671914550226)))";;"3142";8_1_7;COMUNA 8;"1";"7";"1451";"645";"806";"80,02%";"360";"360";"100,00%";"0";"0,00%";"460";"32";"6.96";"428";"93,04%";"6.96";6.960
"MULTIPOLYGON (((-58.4917617019572 -34.6660074729508,-58.4911350932598 -34.6653897868028,-58.4910000378318 -34.6652634062898,-58.4898699420327 -34.6661543921152,-58.4887108486687 -34.6670682614799,-58.4886221383633 -34.6671365216737,-58.4873691859562 -34.6681017374841,-58.4874833491931 -34.6682013649204,-58.4881697852213 -34.668805042606,-58.4888876932007 -34.6694363864094,-58.4901302466306 -34.6684639742507,-58.4901733033766 -34.6684985429561,-58.4905653849865 -34.6679456220814,-58.4905732074942 -34.6678878018215,-58.4912119557476 -34.6673229908603,-58.4921883774834 -34.6664470304434,-58.4919353900874 -34.6661864504235,-58.4917617019572 -34.6660074729508)))";;"3143";8_1_8;COMUNA 8;"1";"8";"1183";"581";"602";"96,51%";"384";"384";"100,00%";"0";"0,00%";"374";"76";"20.32";"298";"79,68%";"20.32";20.320
"MULTIPOLYGON (((-58.4883616339987 -34.6742572599233,-58.4884130199585 -34.6742045012383,-58.4883620805998 -34.6742552021747,-58.4883616339987 -34.6742572599233)),((-58.4888876932007 -34.6694363864094,-58.4887894364263 -34.6695133109541,-58.4882720176057 -34.6700163214183,-58.4878018018741 -34.6704734736396,-58.4877106213185 -34.6705620158739,-58.4873371041557 -34.6708716072402,-58.4862804521974 -34.6717471916136,-58.4853343126547 -34.6725311241005,-58.485514985081 -34.6726903904016,-58.4858859703085 -34.6730299068225,-58.4864506819937 -34.6735467835298,-58.4866299962617 -34.6737109076978,-58.4872201201246 -34.6742283391849,-58.4878551872378 -34.6747852665747,-58.4879180046117 -34.6747187107164,-58.4880052674019 -34.6746285498038,-58.4880979815015 -34.6745248662671,-58.4882179665504 -34.6743986412443,-58.4883620805998 -34.6742552021747,-58.4884973194431 -34.6736320740767,-58.488592473998 -34.6737050839869,-58.4885986889805 -34.6736800115869,-58.4886609297896 -34.6737215487329,-58.4887184828908 -34.6734925163711,-58.488776105712 -34.6732149615564,-58.4888147475927 -34.6730285399295,-58.4888845590976 -34.6727497852162,-58.48891763332 -34.6727499893808,-58.4891430447513 -34.6717708302906,-58.489162368585 -34.67168899294,-58.4891810966315 -34.6716101135398,-58.4892020379588 -34.6715219376329,-58.4892320038188 -34.6713992517976,-58.4892807798116 -34.6711886721893,-58.4893610516446 -34.6708437863138,-58.4893966331225 -34.6706906054242,-58.4894274473857 -34.6705572852514,-58.4894680506816 -34.6703819899651,-58.4895518103668 -34.6700202717155,-58.4896416200865 -34.669917995637,-58.4896722098642 -34.6698831287826,-58.4897311588826 -34.6697695915515,-58.4894861138515 -34.6695634429143,-58.4894953934951 -34.6695278765383,-58.489375428315 -34.6694237451149,-58.4898825328529 -34.6689512260022,-58.4899531483816 -34.6688064175945,-58.4900269258368 -34.6686870316565,-58.4901733033766 -34.6684985429561,-58.4901302466306 -34.6684639742507,-58.4888876932007 -34.6694363864094)))";;"3144";8_1_9;COMUNA 8;"1";"9";"2671";"1325";"1346";"98,44%";"629";"629";"100,00%";"0";"0,00%";"810";"183";"22.59";"627";"77,41%";"22.59";22.590
"MULTIPOLYGON (((-58.4664907012322 -34.6893702080573,-58.4666045187654 -34.6892811178472,-58.4669049618009 -34.6890463839768,-58.467099600922 -34.6888943312428,-58.4675827427872 -34.6885169095021,-58.4680581221379 -34.6881455426471,-58.4686721191007 -34.6876659251737,-58.4687618053618 -34.6875957077961,-58.4688113373511 -34.6875569719998,-58.4695628367922 -34.6869688192834,-58.4690927823576 -34.6865627787188,-58.4689437628075 -34.686687930308,-58.4686097906578 -34.6863976582613,-58.4674023521097 -34.6873101975954,-58.4670110019558 -34.6869674573462,-58.4668966669312 -34.6868673180801,-58.4664846881921 -34.6865111962196,-58.4669373838242 -34.6861603277698,-58.4668352441379 -34.6861101892191,-58.4664180140202 -34.686435844339,-58.4657771578789 -34.6869359446866,-58.4646827313473 -34.6877900019907,-58.4641077583666 -34.6882386826829,-58.4635854688139 -34.6886463029435,-58.4636801925046 -34.6887289802417,-58.464353409697 -34.689317015094,-58.4653955680047 -34.6902272292596,-58.4658780432615 -34.6898496735249,-58.4664236894444 -34.6894226057296,-58.4664907012322 -34.6893702080573)))";;"3145";8_10_1;COMUNA 8;"10";"1";"876";"424";"452";"93,81%";"257";"257";"100,00%";"0";"0,00%";"278";"5";"1.8";"273";"98,20%";"1.8";1.800
"MULTIPOLYGON (((-58.4705156018213 -34.6862239552084,-58.4710961526975 -34.6857703140602,-58.4712133703475 -34.685678683987,-58.4717411448442 -34.685265185224,-58.4721291081784 -34.6849612047588,-58.4723019052065 -34.6848291457924,-58.4723764114968 -34.6847721666778,-58.471241051847 -34.6837585647054,-58.4706276826628 -34.6832109165909,-58.4704674191393 -34.6833486767868,-58.4704224017334 -34.6833105801159,-58.4699386209794 -34.6836881543197,-58.4696320679407 -34.6839274033739,-58.4692990859185 -34.6841872873905,-58.4682361892914 -34.6850168676334,-58.4680360199878 -34.6851730775519,-58.4676052442334 -34.685509301015,-58.4668352441379 -34.6861101892191,-58.4669373838242 -34.6861603277698,-58.4664846881921 -34.6865111962196,-58.4668966669312 -34.6868673180801,-58.4670110019558 -34.6869674573462,-58.4674023521097 -34.6873101975954,-58.4686097906578 -34.6863976582613,-58.4689437628075 -34.686687930308,-58.4690927823576 -34.6865627787188,-58.4695628367922 -34.6869688192834,-58.4698087875001 -34.6867762653381,-58.4699292475305 -34.6866821010533,-58.470038368915 -34.686596881209,-58.4705156018213 -34.6862239552084)))";;"3146";8_10_2;COMUNA 8;"10";"2";"759";"372";"387";"96,12%";"233";"232";"99,57%";"1";"0,43%";"237";"8";"3.38";"229";"96,62%";"3.38";3.380
"MULTIPOLYGON (((-58.467021206058 -34.6815295771832,-58.4663856835832 -34.6821786987331,-58.4665518453614 -34.6822859497818,-58.4665009520043 -34.6823375019555,-58.4666423867847 -34.6823560190497,-58.4675506740903 -34.6824749329024,-58.4680501546589 -34.6835721926458,-58.4682805442964 -34.6840782510958,-58.4675885765296 -34.684780621955,-58.4680360199878 -34.6851730775519,-58.4682361892914 -34.6850168676334,-58.4692990859185 -34.6841872873905,-58.4696320679407 -34.6839274033739,-58.4699386209794 -34.6836881543197,-58.4704224017334 -34.6833105801159,-58.4704674191393 -34.6833486767868,-58.4706276826628 -34.6832109165909,-58.470595113104 -34.6831818334797,-58.4702283280899 -34.6829053709795,-58.4691152843442 -34.682066258897,-58.4681886228736 -34.6812321988332,-58.4674650572836 -34.6805826355192,-58.4670800418333 -34.680140737437,-58.4670448287012 -34.6800492575187,-58.4670140568932 -34.6801167251007,-58.4669760389809 -34.6801884888114,-58.4669312848515 -34.6802332802333,-58.4668810740895 -34.6802669447852,-58.466780736205 -34.6803039209471,-58.466723704489 -34.6803207542525,-58.4666678650838 -34.6803130094092,-58.4664719520764 -34.6801470959586,-58.46629394302 -34.6799962524647,-58.4661602653912 -34.6798648445669,-58.4661175588805 -34.6799554818613,-58.4660890882349 -34.680026047816,-58.4660321457295 -34.6801404888897,-58.4659391410043 -34.6802252118402,-58.46572226692 -34.6803016277845,-58.4657988257136 -34.6804068397768,-58.467021206058 -34.6815295771832)))";;"3147";8_10_3;COMUNA 8;"10";"3";"1009";"448";"561";"79,86%";"446";"444";"99,55%";"2";"0,45%";"380";"0";"0";"380";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.4659307510466 -34.6837029042671,-58.4665110775949 -34.6837734526198,-58.4667549169208 -34.684039225931,-58.4667206567788 -34.6842888106533,-58.4665560059861 -34.6856025100035,-58.4664785293026 -34.6860621714674,-58.4668352441379 -34.6861101892191,-58.4676052442334 -34.685509301015,-58.4680360199878 -34.6851730775519,-58.4675885765296 -34.684780621955,-58.4682805442964 -34.6840782510958,-58.4680501546589 -34.6835721926458,-58.4675506740903 -34.6824749329024,-58.4666423867847 -34.6823560190497,-58.4665009520043 -34.6823375019555,-58.4652388278058 -34.6836188340663,-58.4653877668081 -34.6836369299102,-58.4659307510466 -34.6837029042671)))";;"3148";8_10_4;COMUNA 8;"10";"4";"2202";"1020";"1182";"86,29%";"830";"830";"100,00%";"0";"0,00%";"719";"7";"0.97";"712";"99,03%";"0.97";0.970
"MULTIPOLYGON (((-58.4653877668081 -34.6836369299102,-58.4652388278058 -34.6836188340663,-58.4650197315687 -34.683836519845,-58.464666958645 -34.6841871684619,-58.464576164745 -34.684277383373,-58.4645478618122 -34.6843475263695,-58.4645696897811 -34.6844721065526,-58.4646954468915 -34.6847405618292,-58.4652393468145 -34.6858972692701,-58.4664785293026 -34.6860621714674,-58.4665560059861 -34.6856025100035,-58.4667206567788 -34.6842888106533,-58.4667549169208 -34.684039225931,-58.4665110775949 -34.6837734526198,-58.4659307510466 -34.6837029042671,-58.4653877668081 -34.6836369299102)))";;"3149";8_10_5;COMUNA 8;"10";"5";"2401";"1105";"1296";"85,26%";"958";"958";"100,00%";"0";"0,00%";"842";"7";"0.83";"835";"99,17%";"0.83";0.830
"MULTIPOLYGON (((-58.4657988257136 -34.6804068397768,-58.4656568012088 -34.6804875495591,-58.4650393435588 -34.6809319403238,-58.4646039738006 -34.6812560405229,-58.464298778174 -34.6814832336842,-58.4635192430063 -34.6820635375702,-58.4625621935749 -34.6827805169309,-58.4638631632172 -34.6829749658298,-58.4639360550398 -34.6830001065791,-58.463979790514 -34.6830385577825,-58.4640112498055 -34.6830926432918,-58.4644353187589 -34.684010618351,-58.4644903955519 -34.6841299162575,-58.4645243259159 -34.6840905485911,-58.464666958645 -34.6841871684619,-58.4650197315687 -34.683836519845,-58.4652388278058 -34.6836188340663,-58.4665009520043 -34.6823375019555,-58.4665518453614 -34.6822859497818,-58.4663856835832 -34.6821786987331,-58.467021206058 -34.6815295771832,-58.4657988257136 -34.6804068397768)))";;"3150";8_10_6;COMUNA 8;"10";"6";"1601";"732";"869";"84,23%";"655";"655";"100,00%";"0";"0,00%";"579";"7";"1.21";"572";"98,79%";"1.21";1.210
"MULTIPOLYGON (((-58.4644353187589 -34.684010618351,-58.4640112498055 -34.6830926432918,-58.463979790514 -34.6830385577825,-58.4639360550398 -34.6830001065791,-58.4638631632172 -34.6829749658298,-58.4625621935749 -34.6827805169309,-58.4602875172404 -34.6844689983502,-58.4612254016121 -34.6846072561247,-58.4620592781553 -34.6847301536891,-58.4621247538814 -34.6847417035938,-58.4621886948824 -34.6847782540676,-58.4623469267277 -34.6851184037746,-58.4624914346648 -34.6850735438589,-58.4627556412754 -34.6856891928077,-58.4627119902656 -34.6859034937943,-58.4628362089345 -34.6861757538353,-58.4628924784688 -34.6862990666017,-58.4629754337268 -34.6864866061859,-58.4633457861434 -34.6861089195968,-58.463241943398 -34.6860340591348,-58.4637388106353 -34.6855189025663,-58.4638544184409 -34.6855901708639,-58.4642162374868 -34.6852211438378,-58.4642446270262 -34.685192692084,-58.4646954468915 -34.6847405618292,-58.4645696897811 -34.6844721065526,-58.4645478618122 -34.6843475263695,-58.464576164745 -34.684277383373,-58.464666958645 -34.6841871684619,-58.4645243259159 -34.6840905485911,-58.4644903955519 -34.6841299162575,-58.4644353187589 -34.684010618351)))";;"3151";8_10_7;COMUNA 8;"10";"7";"1627";"739";"888";"83,22%";"644";"644";"100,00%";"0";"0,00%";"543";"8";"1.47";"535";"98,53%";"1.47";1.470
